project_id,project_name,department_id,start_year
5071,Project Beta 779,1996,2020
5072,Project Zeta 959,8889,2016
5073,Project Epsilon 945,6317,2015
5074,Project Epsilon 287,7780,2019
5075,Project Epsilon 998,5089,2018
5076,Project Alpha 939,2894,2019
5077,Project Zeta 522,4831,2015
5078,Project Gamma 632,2130,2017
5079,Project Delta 227,9273,2021
5080,Project Zeta 455,9901,2011
5081,Project Zeta 224,9624,2014
5082,Project Alpha 948,3725,2016
5083,Project Gamma 417,7298,2017
5084,Project Beta 692,1581,2011
5085,Project Epsilon 614,4643,2023
5086,Project Gamma 144,1905,2022
5087,Project Gamma 557,32,2018
5088,Project Beta 303,1443,2020
5089,Project Epsilon 904,6177,2011
5090,Project Delta 764,2346,2015
5091,Project Epsilon 976,8947,2012
5092,Project Zeta 778,8457,2014
5093,Project Zeta 368,2796,2017
5094,Project Alpha 754,8308,2023
5095,Project Alpha 370,5917,2015
5096,Project Epsilon 193,2880,2018
5097,Project Epsilon 678,6105,2011
5098,Project Beta 211,7822,2014
5099,Project Zeta 415,7268,2015
5100,Project Delta 868,3755,2016
5101,Project Gamma 227,8253,2013
5102,Project Delta 124,4966,2017
5103,Project Alpha 826,2688,2013
5104,Project Delta 881,2018,2020
5105,Project Zeta 266,5944,2010
5106,Project Delta 904,8349,2012
5107,Project Alpha 850,2250,2010
5108,Project Beta 977,6032,2018
5109,Project Alpha 899,3937,2022
5110,Project Epsilon 744,7284,2019
5111,Project Zeta 438,1360,2019
5112,Project Zeta 542,2983,2021
5113,Project Gamma 483,2455,2014
5114,Project Alpha 474,5934,2018
5115,Project Epsilon 577,2847,2013
5116,Project Gamma 709,1039,2022
5117,Project Epsilon 782,8403,2022
5118,Project Epsilon 421,5867,2012
5119,Project Beta 714,2554,2019
5120,Project Delta 594,546,2012
5121,Project Gamma 745,9590,2022
5122,Project Epsilon 390,5819,2018
5123,Project Gamma 421,4668,2012
5124,Project Beta 961,624,2015
5125,Project Gamma 846,8225,2021
5126,Project Delta 282,9468,2011
5127,Project Beta 714,8258,2020
5128,Project Zeta 799,9228,2016
5129,Project Delta 344,4071,2020
5130,Project Gamma 792,3862,2017
5131,Project Alpha 964,7020,2021
5132,Project Beta 249,3377,2010
5133,Project Alpha 741,1217,2017
5134,Project Alpha 723,5798,2015
5135,Project Delta 913,7048,2013
5136,Project Beta 709,6131,2020
5137,Project Alpha 502,6783,2012
5138,Project Alpha 996,5701,2021
5139,Project Delta 750,7746,2014
5140,Project Epsilon 856,6168,2013
5141,Project Delta 389,8051,2010
5142,Project Beta 758,268,2013
5143,Project Delta 502,3987,2023
5144,Project Epsilon 537,884,2012
5145,Project Delta 741,8379,2017
5146,Project Alpha 797,7478,2015
5147,Project Epsilon 364,326,2015
5148,Project Beta 883,1094,2018
5149,Project Zeta 664,6662,2015
5150,Project Epsilon 433,2990,2012
5151,Project Epsilon 626,7686,2016
5152,Project Zeta 226,7310,2012
5153,Project Delta 379,6838,2010
5154,Project Alpha 351,4819,2011
5155,Project Alpha 880,6123,2023
5156,Project Epsilon 915,9126,2012
5157,Project Epsilon 561,460,2023
5158,Project Beta 481,1454,2017
5159,Project Alpha 703,9639,2014
5160,Project Zeta 867,9270,2017
5161,Project Gamma 446,248,2023
5162,Project Alpha 718,7811,2010
5163,Project Delta 373,4226,2010
5164,Project Zeta 584,1177,2020
5165,Project Beta 796,5249,2013
5166,Project Gamma 528,1743,2011
5167,Project Gamma 966,5384,2020
5168,Project Gamma 286,4264,2020
5169,Project Alpha 910,2253,2017
5170,Project Epsilon 927,3023,2010
5171,Project Alpha 470,9052,2011
5172,Project Alpha 334,493,2018
5173,Project Zeta 333,9741,2015
5174,Project Beta 213,1222,2022
5175,Project Delta 752,5297,2020
5176,Project Zeta 959,2022,2015
5177,Project Beta 250,3361,2014
5178,Project Gamma 911,898,2023
5179,Project Epsilon 678,6925,2010
5180,Project Zeta 916,7869,2022
5181,Project Alpha 859,3553,2017
5182,Project Delta 492,7661,2010
5183,Project Zeta 995,9187,2010
5184,Project Delta 880,164,2016
5185,Project Alpha 451,982,2021
5186,Project Delta 396,459,2015
5187,Project Alpha 190,8854,2013
5188,Project Beta 664,4514,2010
5189,Project Zeta 863,1594,2020
5190,Project Gamma 842,4595,2010
5191,Project Delta 735,333,2014
5192,Project Beta 628,9260,2022
5193,Project Beta 428,3689,2011
5194,Project Delta 294,2400,2023
5195,Project Gamma 543,1789,2015
5196,Project Zeta 466,2561,2012
5197,Project Gamma 766,1315,2011
5198,Project Beta 366,1294,2014
5199,Project Epsilon 943,1704,2012
5200,Project Delta 849,8998,2019
5201,Project Beta 994,6303,2015
5202,Project Epsilon 812,3591,2015
5203,Project Zeta 278,7729,2013
5204,Project Epsilon 309,6718,2022
5205,Project Epsilon 659,5307,2016
5206,Project Alpha 833,6706,2019
5207,Project Gamma 432,6647,2018
5208,Project Zeta 968,4487,2017
5209,Project Alpha 721,3527,2011
5210,Project Epsilon 483,8056,2019
5211,Project Zeta 703,7028,2015
5212,Project Epsilon 206,2957,2020
5213,Project Beta 708,4144,2023
5214,Project Gamma 938,9960,2014
5215,Project Epsilon 322,82,2017
5216,Project Zeta 811,9061,2014
5217,Project Gamma 565,8229,2014
5218,Project Gamma 710,1016,2021
5219,Project Beta 928,3832,2010
5220,Project Delta 936,7771,2011
5221,Project Gamma 771,6328,2023
5222,Project Gamma 803,519,2020
5223,Project Zeta 253,9113,2016
5224,Project Alpha 959,1230,2011
5225,Project Epsilon 355,7284,2016
5226,Project Epsilon 168,518,2018
5227,Project Alpha 903,8960,2021
5228,Project Epsilon 652,1595,2021
5229,Project Zeta 873,3589,2017
5230,Project Epsilon 156,1844,2011
5231,Project Alpha 391,7521,2010
5232,Project Epsilon 770,4386,2014
5233,Project Zeta 906,4146,2014
5234,Project Gamma 977,3774,2022
5235,Project Zeta 237,5720,2016
5236,Project Delta 237,1465,2023
5237,Project Zeta 165,9222,2020
5238,Project Gamma 177,1418,2010
5239,Project Epsilon 379,5936,2021
5240,Project Zeta 795,2161,2016
5241,Project Gamma 874,8608,2020
5242,Project Beta 172,6662,2015
5243,Project Gamma 190,4916,2022
5244,Project Delta 276,180,2023
5245,Project Alpha 107,8735,2018
5246,Project Epsilon 866,8538,2020
5247,Project Delta 757,6904,2014
5248,Project Zeta 906,1750,2014
5249,Project Beta 568,7296,2012
5250,Project Beta 283,8308,2015
5251,Project Gamma 539,9494,2021
5252,Project Zeta 294,1281,2023
5253,Project Gamma 677,3796,2015
5254,Project Gamma 649,9152,2011
5255,Project Zeta 145,8066,2013
5256,Project Beta 574,6819,2023
5257,Project Zeta 971,1182,2019
5258,Project Zeta 722,669,2013
5259,Project Delta 582,7395,2013
5260,Project Alpha 199,154,2022
5261,Project Beta 937,5227,2021
5262,Project Beta 901,7449,2020
5263,Project Gamma 978,9512,2013
5264,Project Beta 438,8910,2015
5265,Project Alpha 811,5685,2020
5266,Project Alpha 740,4844,2019
5267,Project Gamma 140,328,2017
5268,Project Gamma 939,7072,2023
5269,Project Delta 237,3725,2019
5270,Project Delta 891,8549,2018
5271,Project Alpha 206,8599,2018
5272,Project Beta 198,770,2017
5273,Project Delta 975,527,2015
5274,Project Zeta 885,9469,2015
5275,Project Gamma 648,7589,2022
5276,Project Alpha 357,2361,2015
5277,Project Beta 808,7177,2017
5278,Project Delta 707,6660,2017
5279,Project Zeta 355,2146,2023
5280,Project Gamma 377,9627,2016
5281,Project Delta 130,7961,2022
5282,Project Alpha 280,8976,2020
5283,Project Delta 319,8118,2023
5284,Project Beta 314,9009,2010
5285,Project Gamma 566,1914,2012
5286,Project Alpha 512,7142,2012
5287,Project Epsilon 493,6326,2018
5288,Project Zeta 886,2971,2017
5289,Project Beta 371,2771,2018
5290,Project Epsilon 990,963,2020
5291,Project Gamma 274,6505,2018
5292,Project Gamma 856,4772,2014
5293,Project Delta 943,49,2020
5294,Project Zeta 745,6607,2018
5295,Project Epsilon 688,5437,2018
5296,Project Epsilon 723,3920,2012
5297,Project Alpha 738,1264,2020
5298,Project Zeta 334,3091,2021
5299,Project Alpha 384,4872,2012
5300,Project Alpha 589,9913,2015
5301,Project Beta 406,8717,2022
5302,Project Gamma 526,4125,2023
5303,Project Gamma 866,232,2014
5304,Project Gamma 524,2759,2014
5305,Project Alpha 977,5067,2020
5306,Project Zeta 398,1582,2016
5307,Project Beta 193,6960,2021
5308,Project Zeta 833,6334,2022
5309,Project Gamma 963,1561,2017
5310,Project Alpha 154,1023,2013
5311,Project Beta 551,9605,2010
5312,Project Gamma 956,7221,2014
5313,Project Beta 219,2174,2021
5314,Project Alpha 535,6467,2010
5315,Project Gamma 993,8203,2010
5316,Project Zeta 951,8772,2022
5317,Project Gamma 528,9724,2010
5318,Project Beta 841,9162,2020
5319,Project Epsilon 199,8158,2010
5320,Project Epsilon 619,8226,2010
5321,Project Delta 929,2306,2014
5322,Project Beta 163,7822,2015
5323,Project Beta 118,9200,2021
5324,Project Delta 992,7569,2012
5325,Project Beta 488,9808,2016
5326,Project Delta 555,3698,2014
5327,Project Epsilon 422,8554,2021
5328,Project Delta 163,1464,2021
5329,Project Gamma 831,587,2010
5330,Project Epsilon 480,9101,2015
5331,Project Gamma 689,1105,2021
5332,Project Gamma 806,6372,2015
5333,Project Alpha 547,8133,2022
5334,Project Epsilon 272,1811,2012
5335,Project Delta 166,9877,2023
5336,Project Gamma 245,6649,2011
5337,Project Delta 225,8409,2016
5338,Project Delta 161,9586,2016
5339,Project Epsilon 346,7776,2012
5340,Project Alpha 169,7161,2014
5341,Project Epsilon 767,5161,2014
5342,Project Delta 180,4038,2013
5343,Project Beta 781,5344,2018
5344,Project Alpha 817,9586,2021
5345,Project Delta 313,4156,2018
5346,Project Alpha 333,298,2023
5347,Project Alpha 410,3962,2016
5348,Project Beta 480,6406,2019
5349,Project Alpha 784,5458,2013
5350,Project Zeta 758,9870,2023
5351,Project Zeta 345,126,2015
5352,Project Epsilon 906,1316,2018
5353,Project Delta 809,6225,2012
5354,Project Gamma 103,4600,2016
5355,Project Delta 194,455,2023
5356,Project Alpha 135,7124,2020
5357,Project Zeta 166,9383,2015
5358,Project Zeta 619,1116,2022
5359,Project Delta 193,8671,2019
5360,Project Beta 832,2434,2019
5361,Project Zeta 654,7062,2015
5362,Project Beta 538,6307,2022
5363,Project Alpha 406,5843,2010
5364,Project Zeta 178,9068,2011
5365,Project Epsilon 591,9161,2015
5366,Project Alpha 332,7601,2014
5367,Project Zeta 307,6305,2020
5368,Project Alpha 281,5561,2011
5369,Project Gamma 270,6344,2011
5370,Project Epsilon 717,1304,2012
5371,Project Gamma 164,5372,2023
5372,Project Zeta 263,1094,2012
5373,Project Alpha 913,3935,2022
5374,Project Beta 659,7450,2013
5375,Project Alpha 146,6330,2010
5376,Project Beta 765,2617,2023
5377,Project Epsilon 703,7273,2019
5378,Project Zeta 467,7555,2013
5379,Project Delta 860,7564,2015
5380,Project Delta 859,4863,2020
5381,Project Alpha 122,9013,2019
5382,Project Gamma 478,2260,2010
5383,Project Delta 229,5530,2019
5384,Project Gamma 862,102,2013
5385,Project Delta 494,4296,2019
5386,Project Gamma 810,1305,2013
5387,Project Beta 123,9720,2018
5388,Project Gamma 849,5233,2015
5389,Project Beta 831,2215,2023
5390,Project Gamma 431,4758,2023
5391,Project Epsilon 823,4189,2022
5392,Project Beta 273,8348,2015
5393,Project Alpha 365,1494,2013
5394,Project Delta 854,3321,2012
5395,Project Gamma 422,8650,2022
5396,Project Delta 977,1779,2013
5397,Project Beta 852,3110,2020
5398,Project Beta 111,5699,2016
5399,Project Alpha 926,3724,2011
5400,Project Alpha 226,4000,2017
5401,Project Beta 311,6889,2017
5402,Project Zeta 804,887,2018
5403,Project Beta 860,2044,2013
5404,Project Zeta 989,6070,2021
5405,Project Zeta 280,2488,2011
5406,Project Alpha 178,1702,2018
5407,Project Epsilon 130,9379,2018
5408,Project Beta 778,801,2018
5409,Project Delta 698,9339,2013
5410,Project Beta 311,766,2019
5411,Project Zeta 942,1036,2013
5412,Project Epsilon 924,9908,2011
5413,Project Zeta 760,9952,2018
5414,Project Delta 941,345,2012
5415,Project Alpha 979,8359,2012
5416,Project Epsilon 677,6669,2020
5417,Project Zeta 849,8298,2020
5418,Project Alpha 658,1954,2014
5419,Project Beta 308,5207,2020
5420,Project Epsilon 531,2937,2018
5421,Project Beta 478,8282,2021
5422,Project Epsilon 108,5937,2018
5423,Project Epsilon 892,7405,2017
5424,Project Zeta 939,9716,2016
5425,Project Epsilon 137,7493,2016
5426,Project Epsilon 606,9321,2010
5427,Project Beta 386,4649,2016
5428,Project Gamma 379,2597,2013
5429,Project Zeta 452,9419,2018
5430,Project Zeta 748,6252,2014
5431,Project Epsilon 379,463,2021
5432,Project Zeta 899,9565,2012
5433,Project Zeta 891,7730,2010
5434,Project Beta 690,663,2022
5435,Project Delta 481,4189,2012
5436,Project Beta 755,4320,2018
5437,Project Epsilon 665,606,2011
5438,Project Gamma 574,6339,2018
5439,Project Epsilon 663,3394,2023
5440,Project Delta 294,9942,2022
5441,Project Alpha 443,6417,2015
5442,Project Epsilon 484,6826,2020
5443,Project Epsilon 837,1748,2014
5444,Project Alpha 898,4039,2023
5445,Project Gamma 651,4132,2015
5446,Project Gamma 432,3960,2016
5447,Project Delta 680,3085,2020
5448,Project Beta 526,3114,2013
5449,Project Gamma 452,7290,2010
5450,Project Epsilon 785,1153,2011
5451,Project Delta 467,9718,2016
5452,Project Delta 924,1424,2021
5453,Project Gamma 413,6946,2016
5454,Project Gamma 631,4393,2019
5455,Project Alpha 637,9939,2022
5456,Project Zeta 458,7711,2011
5457,Project Alpha 594,709,2016
5458,Project Alpha 198,4208,2023
5459,Project Alpha 280,2733,2020
5460,Project Beta 946,5561,2023
5461,Project Epsilon 527,189,2016
5462,Project Gamma 633,5485,2023
5463,Project Gamma 277,2913,2022
5464,Project Epsilon 900,5935,2010
5465,Project Epsilon 787,4930,2014
5466,Project Beta 545,305,2022
5467,Project Zeta 377,8751,2018
5468,Project Gamma 646,6471,2021
5469,Project Alpha 645,1792,2017
5470,Project Gamma 430,7203,2021
5471,Project Gamma 551,6598,2018
5472,Project Beta 542,3500,2022
5473,Project Delta 712,195,2020
5474,Project Alpha 619,9519,2020
5475,Project Delta 339,775,2013
5476,Project Delta 463,575,2017
5477,Project Delta 381,6944,2017
5478,Project Gamma 320,3198,2014
5479,Project Alpha 680,7480,2010
5480,Project Gamma 446,5526,2022
5481,Project Alpha 212,3269,2013
5482,Project Beta 935,4768,2023
5483,Project Beta 864,1462,2022
5484,Project Delta 842,2197,2020
5485,Project Delta 816,4731,2019
5486,Project Delta 812,3672,2011
5487,Project Epsilon 618,5836,2013
5488,Project Zeta 363,332,2022
5489,Project Beta 500,2036,2023
5490,Project Zeta 149,2005,2015
5491,Project Zeta 633,5241,2023
5492,Project Beta 490,3401,2012
5493,Project Beta 185,754,2017
5494,Project Zeta 909,8523,2023
5495,Project Zeta 742,5513,2017
5496,Project Delta 626,8979,2014
5497,Project Delta 244,525,2015
5498,Project Gamma 237,304,2021
5499,Project Zeta 189,1480,2018
5500,Project Delta 501,8368,2012
5501,Project Delta 268,6542,2013
5502,Project Zeta 410,758,2011
5503,Project Epsilon 658,1506,2014
5504,Project Epsilon 548,7207,2021
5505,Project Gamma 210,9007,2011
5506,Project Epsilon 805,2070,2017
5507,Project Alpha 762,5830,2022
5508,Project Zeta 205,3172,2022
5509,Project Alpha 704,4434,2018
5510,Project Beta 857,8821,2018
5511,Project Beta 578,6799,2021
5512,Project Beta 376,3440,2022
5513,Project Epsilon 369,7081,2013
5514,Project Gamma 557,1711,2018
5515,Project Zeta 925,8662,2016
5516,Project Zeta 650,3227,2015
5517,Project Gamma 583,3783,2023
5518,Project Delta 392,5454,2017
5519,Project Alpha 418,7327,2012
5520,Project Delta 370,7460,2019
5521,Project Beta 226,9832,2018
5522,Project Alpha 552,1215,2012
5523,Project Beta 294,6947,2017
5524,Project Epsilon 205,2376,2021
5525,Project Alpha 439,5810,2014
5526,Project Beta 950,3596,2017
5527,Project Beta 703,9693,2017
5528,Project Delta 779,332,2014
5529,Project Zeta 205,4104,2023
5530,Project Zeta 444,8856,2018
5531,Project Delta 185,3549,2016
5532,Project Gamma 299,2472,2013
5533,Project Gamma 677,536,2016
5534,Project Beta 230,8287,2017
5535,Project Delta 428,5559,2014
5536,Project Zeta 613,4686,2010
5537,Project Alpha 389,2457,2011
5538,Project Alpha 901,9780,2019
5539,Project Delta 704,8517,2018
5540,Project Gamma 570,6675,2021
5541,Project Alpha 170,9361,2016
5542,Project Zeta 527,6397,2020
5543,Project Delta 686,3353,2023
5544,Project Epsilon 679,3069,2017
5545,Project Epsilon 789,3190,2016
5546,Project Zeta 831,526,2023
5547,Project Zeta 972,8093,2019
5548,Project Epsilon 711,681,2021
5549,Project Epsilon 598,8742,2019
5550,Project Zeta 287,269,2017
5551,Project Zeta 846,9445,2018
5552,Project Beta 816,3987,2018
5553,Project Alpha 113,1772,2022
5554,Project Beta 513,2135,2014
5555,Project Alpha 619,3129,2011
5556,Project Epsilon 442,2456,2021
5557,Project Zeta 487,4273,2022
5558,Project Delta 593,4685,2023
5559,Project Gamma 429,6737,2021
5560,Project Beta 844,2918,2012
5561,Project Zeta 852,5390,2010
5562,Project Gamma 412,6258,2017
5563,Project Zeta 634,8530,2023
5564,Project Zeta 394,8206,2023
5565,Project Epsilon 962,189,2022
5566,Project Gamma 691,5427,2014
5567,Project Delta 393,2966,2010
5568,Project Alpha 230,8736,2019
5569,Project Zeta 252,3678,2014
5570,Project Beta 777,7419,2023
5571,Project Alpha 403,2877,2023
5572,Project Zeta 391,3155,2020
5573,Project Epsilon 775,8418,2010
5574,Project Alpha 351,7558,2023
5575,Project Beta 775,4466,2019
5576,Project Beta 648,9047,2023
5577,Project Gamma 946,522,2022
5578,Project Zeta 913,9368,2016
5579,Project Epsilon 888,6870,2015
5580,Project Delta 328,8666,2020
5581,Project Gamma 339,7626,2015
5582,Project Alpha 280,2475,2010
5583,Project Delta 240,1407,2023
5584,Project Gamma 915,9345,2020
5585,Project Epsilon 748,782,2015
5586,Project Delta 105,2906,2012
5587,Project Beta 375,8127,2020
5588,Project Alpha 336,2765,2020
5589,Project Zeta 186,3880,2022
5590,Project Zeta 977,3126,2017
5591,Project Epsilon 997,277,2010
5592,Project Delta 650,5060,2010
5593,Project Epsilon 803,6701,2014
5594,Project Beta 686,3782,2018
5595,Project Gamma 434,6001,2010
5596,Project Delta 742,9614,2013
5597,Project Beta 898,121,2010
5598,Project Zeta 824,8688,2012
5599,Project Zeta 231,4912,2014
5600,Project Zeta 905,9708,2011
5601,Project Beta 140,6284,2023
5602,Project Alpha 100,8385,2015
5603,Project Gamma 772,7961,2010
5604,Project Gamma 224,9483,2013
5605,Project Delta 360,30,2022
5606,Project Delta 380,1616,2015
5607,Project Alpha 226,8344,2012
5608,Project Beta 274,4711,2011
5609,Project Beta 786,2705,2021
5610,Project Zeta 690,6107,2010
5611,Project Alpha 126,2084,2013
5612,Project Beta 299,2590,2021
5613,Project Alpha 322,9324,2019
5614,Project Zeta 798,2225,2021
5615,Project Epsilon 422,8312,2011
5616,Project Gamma 291,8109,2013
5617,Project Gamma 137,2820,2012
5618,Project Alpha 830,4404,2022
5619,Project Epsilon 186,6432,2023
5620,Project Alpha 153,1383,2019
5621,Project Epsilon 447,3665,2020
5622,Project Beta 194,2,2015
5623,Project Epsilon 590,8232,2020
5624,Project Gamma 778,2935,2023
5625,Project Zeta 653,1455,2022
5626,Project Gamma 768,4044,2020
5627,Project Gamma 960,1976,2021
5628,Project Zeta 733,4992,2021
5629,Project Zeta 225,9356,2017
5630,Project Epsilon 907,8804,2023
5631,Project Alpha 597,6662,2013
5632,Project Alpha 780,1739,2019
5633,Project Zeta 865,1681,2011
5634,Project Gamma 382,3425,2021
5635,Project Alpha 933,7128,2021
5636,Project Delta 153,1284,2020
5637,Project Gamma 212,21,2014
5638,Project Zeta 933,9173,2018
5639,Project Beta 934,449,2016
5640,Project Gamma 780,5701,2016
5641,Project Beta 763,487,2020
5642,Project Alpha 730,8964,2013
5643,Project Zeta 280,8107,2013
5644,Project Delta 885,6031,2012
5645,Project Zeta 806,9227,2013
5646,Project Epsilon 566,2144,2015
5647,Project Zeta 847,2069,2010
5648,Project Zeta 752,5168,2016
5649,Project Gamma 521,7608,2019
5650,Project Zeta 196,6974,2017
5651,Project Alpha 245,7601,2023
5652,Project Epsilon 418,4441,2021
5653,Project Alpha 199,3741,2010
5654,Project Gamma 690,7382,2012
5655,Project Gamma 916,3312,2013
5656,Project Zeta 865,2705,2014
5657,Project Zeta 697,7449,2022
5658,Project Alpha 569,3239,2010
5659,Project Delta 669,6969,2023
5660,Project Epsilon 621,7744,2018
5661,Project Delta 947,1898,2019
5662,Project Beta 945,996,2021
5663,Project Zeta 239,2310,2018
5664,Project Zeta 452,4734,2010
5665,Project Gamma 114,2319,2016
5666,Project Alpha 538,6393,2022
5667,Project Epsilon 772,4190,2015
5668,Project Zeta 162,1643,2015
5669,Project Delta 866,2130,2012
5670,Project Gamma 916,8859,2014
5671,Project Epsilon 217,293,2016
5672,Project Alpha 397,5445,2023
5673,Project Zeta 866,9992,2018
5674,Project Beta 823,7191,2018
5675,Project Alpha 389,7763,2010
5676,Project Gamma 779,7120,2014
5677,Project Epsilon 894,7554,2020
5678,Project Alpha 963,7926,2012
5679,Project Epsilon 226,2790,2016
5680,Project Epsilon 625,1561,2015
5681,Project Beta 328,4434,2015
5682,Project Beta 296,8920,2014
5683,Project Beta 121,2267,2016
5684,Project Epsilon 564,8276,2018
5685,Project Zeta 301,3431,2011
5686,Project Alpha 829,2889,2022
5687,Project Alpha 615,5585,2021
5688,Project Beta 144,5952,2016
5689,Project Gamma 446,8579,2010
5690,Project Beta 364,4186,2010
5691,Project Gamma 650,5869,2016
5692,Project Gamma 851,5974,2011
5693,Project Epsilon 934,7714,2021
5694,Project Gamma 815,3993,2022
5695,Project Epsilon 889,5664,2010
5696,Project Gamma 996,4861,2022
5697,Project Zeta 784,4929,2023
5698,Project Zeta 816,9230,2021
5699,Project Beta 873,287,2019
5700,Project Gamma 386,5246,2015
5701,Project Gamma 717,1424,2012
5702,Project Epsilon 315,1186,2023
5703,Project Alpha 925,7418,2021
5704,Project Epsilon 973,4668,2019
5705,Project Gamma 376,2153,2012
5706,Project Epsilon 342,2305,2019
5707,Project Zeta 687,5490,2020
5708,Project Epsilon 570,4849,2012
5709,Project Delta 714,6723,2021
5710,Project Beta 103,4559,2019
5711,Project Gamma 943,5589,2010
5712,Project Epsilon 910,4984,2017
5713,Project Epsilon 767,6224,2021
5714,Project Gamma 168,7116,2013
5715,Project Epsilon 666,2761,2018
5716,Project Zeta 165,220,2021
5717,Project Gamma 837,9236,2022
5718,Project Beta 456,1676,2012
5719,Project Alpha 223,8257,2019
5720,Project Zeta 996,4626,2016
5721,Project Beta 350,1726,2011
5722,Project Delta 485,6049,2023
5723,Project Gamma 499,3650,2020
5724,Project Delta 988,3647,2010
5725,Project Alpha 796,4840,2023
5726,Project Zeta 932,3168,2013
5727,Project Gamma 694,665,2011
5728,Project Gamma 505,4839,2010
5729,Project Delta 782,5983,2023
5730,Project Gamma 835,6609,2019
5731,Project Gamma 969,1504,2014
5732,Project Delta 845,7259,2013
5733,Project Gamma 733,2385,2021
5734,Project Epsilon 299,6277,2022
5735,Project Beta 477,7776,2023
5736,Project Delta 368,1663,2020
5737,Project Delta 225,6937,2023
5738,Project Gamma 526,6444,2022
5739,Project Gamma 574,6587,2014
5740,Project Alpha 506,3484,2013
5741,Project Delta 466,5576,2018
5742,Project Delta 217,7334,2011
5743,Project Alpha 157,6922,2019
5744,Project Delta 570,9352,2016
5745,Project Epsilon 330,3010,2014
5746,Project Epsilon 758,6663,2012
5747,Project Beta 418,4643,2013
5748,Project Delta 715,2821,2018
5749,Project Gamma 185,5647,2016
5750,Project Beta 830,8632,2013
5751,Project Delta 712,4661,2017
5752,Project Delta 745,4747,2011
5753,Project Delta 854,3536,2013
5754,Project Zeta 353,6795,2021
5755,Project Alpha 218,872,2017
5756,Project Epsilon 535,7830,2016
5757,Project Zeta 146,6025,2013
5758,Project Gamma 864,5486,2010
5759,Project Beta 436,8973,2023
5760,Project Zeta 898,1636,2016
5761,Project Zeta 857,5940,2014
5762,Project Epsilon 838,8850,2020
5763,Project Zeta 156,6436,2011
5764,Project Epsilon 966,5108,2016
5765,Project Gamma 667,8094,2016
5766,Project Alpha 635,6078,2023
5767,Project Delta 500,5012,2016
5768,Project Alpha 308,6158,2013
5769,Project Zeta 273,4639,2012
5770,Project Epsilon 898,7063,2016
5771,Project Beta 247,8181,2011
5772,Project Epsilon 742,2323,2011
5773,Project Delta 329,6720,2016
5774,Project Zeta 444,7132,2016
5775,Project Delta 337,9952,2010
5776,Project Delta 796,726,2017
5777,Project Beta 609,8108,2022
5778,Project Beta 906,3200,2016
5779,Project Gamma 829,7312,2016
5780,Project Alpha 365,7530,2021
5781,Project Delta 521,5778,2021
5782,Project Zeta 580,1937,2016
5783,Project Gamma 128,2563,2012
5784,Project Delta 212,2084,2023
5785,Project Beta 361,9538,2021
5786,Project Gamma 934,5560,2021
5787,Project Delta 278,4370,2021
5788,Project Gamma 708,1432,2017
5789,Project Delta 377,8815,2021
5790,Project Beta 532,1579,2014
5791,Project Epsilon 751,1198,2010
5792,Project Epsilon 709,5574,2020
5793,Project Delta 625,1164,2018
5794,Project Beta 308,8510,2020
5795,Project Alpha 602,206,2013
5796,Project Zeta 344,1899,2015
5797,Project Delta 882,6845,2017
5798,Project Alpha 448,3167,2023
5799,Project Beta 762,660,2018
5800,Project Gamma 188,9821,2018
5801,Project Beta 656,6316,2010
5802,Project Delta 682,6597,2021
5803,Project Beta 414,8971,2019
5804,Project Gamma 526,9372,2011
5805,Project Alpha 143,3184,2010
5806,Project Epsilon 951,9639,2017
5807,Project Gamma 640,6307,2013
5808,Project Epsilon 809,464,2014
5809,Project Alpha 926,4859,2022
5810,Project Gamma 200,6369,2011
5811,Project Delta 515,1601,2013
5812,Project Alpha 506,3293,2015
5813,Project Gamma 638,5726,2013
5814,Project Epsilon 529,1445,2020
5815,Project Alpha 397,8437,2022
5816,Project Alpha 627,9207,2010
5817,Project Gamma 965,7840,2014
5818,Project Zeta 696,8566,2021
5819,Project Zeta 596,5902,2018
5820,Project Zeta 359,877,2012
5821,Project Gamma 881,9665,2013
5822,Project Epsilon 570,1092,2023
5823,Project Beta 651,9830,2019
5824,Project Beta 569,9308,2021
5825,Project Beta 446,4609,2022
5826,Project Gamma 802,4403,2015
5827,Project Epsilon 866,382,2015
5828,Project Zeta 548,3314,2020
5829,Project Alpha 227,9691,2021
5830,Project Epsilon 430,2167,2016
5831,Project Alpha 884,4543,2021
5832,Project Gamma 912,7295,2020
5833,Project Epsilon 274,4835,2015
5834,Project Zeta 755,6584,2016
5835,Project Beta 544,3511,2010
5836,Project Gamma 213,2266,2018
5837,Project Alpha 521,3202,2023
5838,Project Delta 732,9591,2016
5839,Project Beta 191,7548,2013
5840,Project Beta 872,3255,2023
5841,Project Epsilon 954,5769,2016
5842,Project Epsilon 744,4095,2016
5843,Project Epsilon 882,5463,2017
5844,Project Alpha 849,983,2022
5845,Project Alpha 437,556,2023
5846,Project Zeta 348,4432,2013
5847,Project Alpha 969,7020,2012
5848,Project Epsilon 281,3296,2021
5849,Project Gamma 514,3018,2011
5850,Project Beta 368,3185,2013
5851,Project Gamma 557,1449,2022
5852,Project Beta 116,5288,2017
5853,Project Gamma 731,2110,2023
5854,Project Alpha 324,8763,2016
5855,Project Alpha 489,8262,2012
5856,Project Epsilon 726,7387,2022
5857,Project Beta 906,8375,2017
